TimeStamp,LShoulderRoll,LElbowRoll,RShoulderRoll,RElbowRoll,HeadYaw,HeadPitch,LShoulderPitch,RShoulderPitch,LElbowYaw,RElbowYaw,HipRoll,HipPitch
60.24551207070883,0.926172249240284,-0.6350137354959123,-1.322809541193892,1.56,0.1581365862032063,0.0443314254753915,0.10106798019750764,0.10261790043360908,0.0,0.0,0.028229109860245395,0.0
120.49102414141765,1.244722626198502,-0.39686515322739463,-1.2239949401189025,1.56,0.37081991435589695,0.1192687947427293,0.0425495793623197,0.059591349457084976,1.5707963267948966,0.0,-0.004711963952324079,0.0
180.73653621212648,0.0,-0.3077037937262329,-0.2430594169017925,0.43296272178534206,-0.21970474765240575,0.1408437716722595,-1.5254491517850248,-1.3277369098931047,-1.5707963267948966,1.5707963267948966,0.08654748886705536,0.0
240.87976388203614,0.6685652272425094,-1.290870558795695,-0.550489997116498,1.1362838683642074,-0.1883100528130574,0.05466237905480985,-0.5349253224104468,-0.5310523290165845,-1.5707963267948966,1.5707963267948966,0.02578569501197685,0.0
301.125275952745,0.8772665771439272,-0.8109133577581922,-0.8046457454212637,0.8089461057557842,0.0,0.14056878565436243,-0.6935297496509693,-0.7661505813736328,-1.5707963267948966,1.5707963267948966,-0.0044014819439623844,0.0
361.3707880234538,0.7736530429959542,-1.1441769148766974,-1.0289877637092584,1.56,0.29353533284130723,0.45729167785234903,0.7268198392147392,0.541808563085638,1.5707963267948966,0.0,-0.5149,0.0
421.6163000941627,1.2581241627021835,-0.3102252169067041,-1.1438100938533313,0.44924483706397506,0.7608309070963393,0.1289610836129754,0.044521081915780095,-0.007605512137538528,0.0,0.0,0.0040985344218729125,0.0
481.75952776407235,1.2293982184940175,-0.32954244941341043,-1.2632580587327518,0.3162917991338834,0.0,0.12026126188478747,0.08677146888192112,0.026885274831558687,0.0,0.0,-0.07030971006597773,0.0
542.0050398347811,0.901100734412306,-1.3948537889573163,-1.07066814544903,1.1268245519522562,0.0,0.0,0.5730663378086434,0.3822775137587084,-1.5707963267948966,1.5707963267948966,-0.07581351497806933,0.0
602.2505519054899,0.0,-0.5590007275293145,-0.21393170013610674,0.8558398486013676,-1.3087306110354902,0.1539061884787472,0.7012300240800139,0.5795591371646202,-1.5707963267948966,1.5707963267948966,-0.18650052700093847,0.0
604.2505519054899,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963267948966,1.5707963267948966,-1.5707963267948966,1.5707963267948966,0.0,0.0
