frame,joint,x,y
0,0,0.5398064851760864,0.46154654026031494
0,1,0.5676291584968567,0.4023530185222626
0,2,0.5827388763427734,0.40488433837890625
0,3,0.5972607135772705,0.40728652477264404
0,4,0.515697717666626,0.40313518047332764
0,5,0.4975253939628601,0.40599215030670166
0,6,0.4803609848022461,0.4093017578125
0,7,0.6278444528579712,0.44180214405059814
0,8,0.4621066153049469,0.4423868954181671
0,9,0.5729915499687195,0.5236917734146118
0,10,0.505668580532074,0.5299967527389526
0,11,0.7715548276901245,0.7709219455718994
0,12,0.36281681060791016,0.7725976705551147
0,13,0.8769909143447876,1.2117536067962646
0,14,0.2082173377275467,1.0770556926727295
0,15,0.892612636089325,1.5068012475967407
0,16,0.27918705344200134,0.7092982530593872
0,17,0.9307435750961304,1.5969643592834473
0,18,0.26126629114151,0.545383870601654
0,19,0.8771612048149109,1.5881683826446533
0,20,0.2984600365161896,0.5339071154594421
0,21,0.85077965259552,1.5548065900802612
0,22,0.3302772045135498,0.5960038304328918
0,23,0.6939670443534851,1.5082566738128662
0,24,0.4084792137145996,1.505835771560669
0,25,0.6789484620094299,2.1126880645751953
0,26,0.42259684205055237,2.111823797225952
0,27,0.6704816222190857,2.6405820846557617
0,28,0.41760721802711487,2.638493061065674
0,29,0.6783815026283264,2.7143194675445557
0,30,0.41041499376296997,2.713446855545044
0,31,0.6277770400047302,2.81282377243042
0,32,0.44832348823547363,2.819011688232422
1,0,0.535481333732605,0.47380685806274414
1,1,0.563073992729187,0.40862342715263367
1,2,0.5798183679580688,0.4090690612792969
1,3,0.5956286191940308,0.4101964235305786
1,4,0.5083397626876831,0.41174978017807007
1,5,0.49165788292884827,0.41414231061935425
1,6,0.47617214918136597,0.4177178740501404
1,7,0.623665452003479,0.4415532052516937
1,8,0.45957058668136597,0.4494503140449524
1,9,0.5707433819770813,0.5322903394699097
1,10,0.5024576783180237,0.5400153398513794
1,11,0.772586464881897,0.7713462710380554
1,12,0.3628804087638855,0.7725750207901001
1,13,0.8710576295852661,1.2111318111419678
1,14,0.2026086151599884,1.0894207954406738
1,15,0.8740478754043579,1.5135515928268433
1,16,0.2820518910884857,0.7087664008140564
1,17,0.9052888751029968,1.608086347579956
1,18,0.2737237513065338,0.5487913489341736
1,19,0.8565120697021484,1.6017272472381592
1,20,0.30350667238235474,0.5344313383102417
1,21,0.8317385911941528,1.5673905611038208
1,22,0.33168062567710876,0.5962217450141907
1,23,0.6958916187286377,1.5140557289123535
1,24,0.40941205620765686,1.514965534210205
1,25,0.6828278303146362,2.131791114807129
1,26,0.422706663608551,2.13561749458313
1,27,0.6791186928749084,2.685405969619751
1,28,0.4267122149467468,2.6815950870513916
1,29,0.6886345148086548,2.762773036956787
1,30,0.42266950011253357,2.7558023929595947
1,31,0.6401153802871704,2.8565704822540283
1,32,0.45865511894226074,2.8675549030303955
2,0,0.5263497829437256,0.48915135860443115
2,1,0.5565571784973145,0.41900718212127686
2,2,0.5748791694641113,0.4167775809764862
2,3,0.5919286012649536,0.41602107882499695
2,4,0.49938130378723145,0.425124853849411
2,5,0.4840892255306244,0.4270367920398712
2,6,0.46929726004600525,0.4295925498008728
2,7,0.6206451058387756,0.4415439963340759
2,8,0.45804429054260254,0.45397311449050903
2,9,0.5653769373893738,0.5442405343055725
2,10,0.497053325176239,0.5536277294158936
2,11,0.77485191822052,0.7720869183540344
2,12,0.3631269633769989,0.772391676902771
2,13,0.8704090118408203,1.209846019744873
2,14,0.1968134492635727,1.0889946222305298
2,15,0.8663293719291687,1.5207921266555786
2,16,0.28400781750679016,0.7057524919509888
2,17,0.895756721496582,1.6185771226882935
2,18,0.2901986241340637,0.5489089488983154
2,19,0.8460944294929504,1.6125155687332153
2,20,0.3148767352104187,0.5339615345001221
2,21,0.8219014406204224,1.5775052309036255
2,22,0.3346875011920929,0.5935854315757751
2,23,0.6963409781455994,1.527241826057434
2,24,0.40992146730422974,1.5272234678268433
2,25,0.6827924251556396,2.1501619815826416
2,26,0.42229580879211426,2.150907039642334
2,27,0.6795105338096619,2.7110447883605957
2,28,0.42726749181747437,2.7018165588378906
2,29,0.6900008320808411,2.789703130722046
2,30,0.4236629903316498,2.776975393295288
2,31,0.6396082043647766,2.880718231201172
2,32,0.45827236771583557,2.8882384300231934
3,0,0.5237155556678772,0.49859923124313354
3,1,0.5523691177368164,0.4260315001010895
3,2,0.5713738203048706,0.4219873249530792
3,3,0.5891775488853455,0.41976478695869446
3,4,0.4958372116088867,0.4340243339538574
3,5,0.4810127317905426,0.4358169734477997
3,6,0.46612462401390076,0.43806570768356323
3,7,0.6189936399459839,0.4414573609828949
3,8,0.45473232865333557,0.45913514494895935
3,9,0.5637524724006653,0.5522252917289734
3,10,0.4956633150577545,0.5633439421653748
3,11,0.7758927345275879,0.7721019983291626
3,12,0.363161563873291,0.7697203755378723
3,13,0.8690280914306641,1.2087197303771973
3,14,0.1964816302061081,1.0747941732406616
3,15,0.8568748235702515,1.5210191011428833
3,16,0.2927057445049286,0.7024912238121033
3,17,0.8835180997848511,1.6191602945327759
3,18,0.29951390624046326,0.5511954426765442
3,19,0.8341799974441528,1.6122335195541382
3,20,0.3254484534263611,0.5372895002365112
3,21,0.8112988471984863,1.5774174928665161
3,22,0.34238624572753906,0.5952053666114807
3,23,0.6960824728012085,1.5374361276626587
3,24,0.40965184569358826,1.5351392030715942
3,25,0.6802046895027161,2.1629223823547363
3,26,0.4182150959968567,2.159921169281006
3,27,0.6766631007194519,2.7213284969329834
3,28,0.4222450256347656,2.7110049724578857
3,29,0.68868088722229,2.7989654541015625
3,30,0.4191572666168213,2.7871005535125732
3,31,0.6280758380889893,2.8942787647247314
3,32,0.4471310079097748,2.8981893062591553
4,0,0.5205930471420288,0.5015051364898682
4,1,0.5478914976119995,0.4284503757953644
4,2,0.5671665072441101,0.424120157957077
4,3,0.5851844549179077,0.4215252697467804
4,4,0.4917026162147522,0.4366984963417053
4,5,0.47682029008865356,0.43869274854660034
4,6,0.4613211750984192,0.4412345290184021
4,7,0.6163137555122375,0.44137313961982727
4,8,0.45035520195961,0.4615143835544586
4,9,0.5617142915725708,0.5556722283363342
4,10,0.4937592148780823,0.5675330758094788
4,11,0.7773815393447876,0.7725053429603577
4,12,0.36169934272766113,0.770233154296875
4,13,0.8649710416793823,1.2088786363601685
4,14,0.1956009417772293,1.0718833208084106
4,15,0.8495929837226868,1.5256869792938232
4,16,0.2913835644721985,0.7104106545448303
4,17,0.8754857182502747,1.6255748271942139
4,18,0.2966800928115845,0.5724881291389465
4,19,0.8273733854293823,1.6171061992645264
4,20,0.32357361912727356,0.5557616949081421
4,21,0.8047201037406921,1.5823280811309814
4,22,0.33929550647735596,0.6134055256843567
4,23,0.6971921920776367,1.5408774614334106
4,24,0.41056981682777405,1.5399272441864014
4,25,0.6803288459777832,2.1668777465820312
4,26,0.4176952838897705,2.1656219959259033
4,27,0.6775420308113098,2.7249081134796143
4,28,0.42236319184303284,2.7167787551879883
4,29,0.6905502080917358,2.8024978637695312
4,30,0.419796884059906,2.792548179626465
4,31,0.6279217004776001,2.8968262672424316
4,32,0.4461906850337982,2.9041011333465576
5,0,0.5193454027175903,0.5044603943824768
5,1,0.5461949110031128,0.43032869696617126
5,2,0.5654606223106384,0.4256663918495178
5,3,0.5835869908332825,0.42287304997444153
5,4,0.49000367522239685,0.4391762316226959
5,5,0.4748639166355133,0.44132569432258606
5,6,0.4591047763824463,0.44399940967559814
5,7,0.6137787103652954,0.4413628578186035
5,8,0.448036253452301,0.46389949321746826
5,9,0.560650110244751,0.5585880279541016
5,10,0.4928647577762604,0.571172833442688
5,11,0.7774251699447632,0.7726949453353882
5,12,0.3599241077899933,0.7702401876449585
5,13,0.8630610704421997,1.2088794708251953
5,14,0.19516423344612122,1.067177176475525
5,15,0.8496752977371216,1.526350736618042
5,16,0.29508545994758606,0.710290253162384
5,17,0.8763157725334167,1.6264501810073853
5,18,0.3043273389339447,0.5713764429092407
5,19,0.8285311460494995,1.6170005798339844
5,20,0.3290688693523407,0.5545743703842163
5,21,0.8053047060966492,1.5826252698898315
5,22,0.3420129418373108,0.6126357913017273
5,23,0.6971990466117859,1.5436961650848389
5,24,0.4101765751838684,1.5432835817337036
5,25,0.6799166798591614,2.1696085929870605
5,26,0.41458502411842346,2.1697027683258057
5,27,0.6774964928627014,2.7272913455963135
5,28,0.42050138115882874,2.7205162048339844
5,29,0.6902700066566467,2.80456805229187
5,30,0.418619304895401,2.795886278152466
5,31,0.626951277256012,2.900413990020752
5,32,0.44274187088012695,2.9093446731567383
6,0,0.5170150995254517,0.5078051686286926
6,1,0.5440052151679993,0.43320131301879883
6,2,0.5634688138961792,0.4281868040561676
6,3,0.581813395023346,0.4249874949455261
6,4,0.48726892471313477,0.44273731112480164
6,5,0.47203755378723145,0.4447101056575775
6,6,0.45602789521217346,0.44746673107147217
6,7,0.6119368076324463,0.44147852063179016
6,8,0.44563207030296326,0.46630963683128357
6,9,0.5592299699783325,0.5621637105941772
6,10,0.49116572737693787,0.5749793648719788
6,11,0.7774034142494202,0.7731191515922546
6,12,0.35979998111724854,0.7690354585647583
6,13,0.8607163429260254,1.2088662385940552
6,14,0.19493088126182556,1.0668864250183105
6,15,0.8418188095092773,1.5263131856918335
6,16,0.303122878074646,0.7087568640708923
6,17,0.8651312589645386,1.6271841526031494
6,18,0.31486791372299194,0.5706396102905273
6,19,0.8185685873031616,1.6168285608291626
6,20,0.3366437554359436,0.5539519786834717
6,21,0.7963981628417969,1.5822224617004395
6,22,0.34798669815063477,0.6118043661117554
6,23,0.6970439553260803,1.5460164546966553
6,24,0.4087994694709778,1.5450093746185303
6,25,0.6789876222610474,2.1738193035125732
6,26,0.41347700357437134,2.174269437789917
6,27,0.6774452924728394,2.731999635696411
6,28,0.420480340719223,2.727220058441162
6,29,0.6901378631591797,2.8103392124176025
6,30,0.4186416566371918,2.8037655353546143
6,31,0.6243211030960083,2.90360426902771
6,32,0.4408188462257385,2.9152045249938965
7,0,0.5159847736358643,0.5101809501647949
7,1,0.5430719256401062,0.43565019965171814
7,2,0.5625563859939575,0.430446982383728
7,3,0.5809262990951538,0.4270155727863312
7,4,0.48598796129226685,0.4454120993614197
7,5,0.4707113802433014,0.44714105129241943
7,6,0.454580694437027,0.4498051404953003
7,7,0.610769510269165,0.44177722930908203
7,8,0.44451647996902466,0.46792808175086975
7,9,0.5584362149238586,0.5650596022605896
7,10,0.49043139815330505,0.5774927139282227
7,11,0.7772873640060425,0.7743281126022339
7,12,0.359158456325531,0.7681416869163513
7,13,0.8576752543449402,1.2094265222549438
7,14,0.19297438859939575,1.0666307210922241
7,15,0.8366333842277527,1.5260956287384033
7,16,0.3072276711463928,0.708715558052063
7,17,0.8588391542434692,1.6265857219696045
7,18,0.32119375467300415,0.5720261335372925
7,19,0.813003420829773,1.616579294204712
7,20,0.3410521149635315,0.5544551014900208
7,21,0.7906355261802673,1.58211088180542
7,22,0.35167399048805237,0.6113388538360596
7,23,0.6953250765800476,1.5464502573013306
7,24,0.405219167470932,1.5449390411376953
7,25,0.6754776239395142,2.1751492023468018
7,26,0.4094741940498352,2.1758902072906494
7,27,0.6748287081718445,2.733260154724121
7,28,0.41829586029052734,2.730060338973999
7,29,0.6876608729362488,2.812136173248291
7,30,0.41737428307533264,2.80698561668396
7,31,0.6206737756729126,2.9040772914886475
7,32,0.4373769164085388,2.9171218872070312
8,0,0.5154274702072144,0.5100818872451782
8,1,0.5425645112991333,0.43534812331199646
8,2,0.5618842244148254,0.4303840100765228
8,3,0.5799784064292908,0.42713573575019836
8,4,0.48571476340293884,0.4448394775390625
8,5,0.47040361166000366,0.4467034637928009
8,6,0.45411115884780884,0.44944891333580017
8,7,0.6093822121620178,0.4418105483055115
8,8,0.4440246522426605,0.46807974576950073
8,9,0.5574260354042053,0.5658092498779297
8,10,0.48989859223365784,0.577958345413208
8,11,0.7770175337791443,0.7752530574798584
8,12,0.3587467670440674,0.7630419135093689
8,13,0.8575950860977173,1.2099100351333618
8,14,0.19210626184940338,1.0575155019760132
8,15,0.8377472162246704,1.5261600017547607
8,16,0.3154364228248596,0.709265410900116
8,17,0.8591406941413879,1.6261569261550903
8,18,0.33905404806137085,0.5762785077095032
8,19,0.8146228790283203,1.616084337234497
8,20,0.3619086742401123,0.557860255241394
8,21,0.7920032143592834,1.581784963607788
8,22,0.3700764775276184,0.6116845607757568
8,23,0.6873503923416138,1.546492338180542
8,24,0.4001162052154541,1.5441197156906128
8,25,0.661204993724823,2.1761603355407715
8,26,0.3961121439933777,2.1752848625183105
8,27,0.6546536684036255,2.735330104827881
8,28,0.40279626846313477,2.7284042835235596
8,29,0.6663470268249512,2.814075231552124
8,30,0.4039643406867981,2.805039882659912
8,31,0.598798394203186,2.906111001968384
8,32,0.4149077534675598,2.914382219314575
9,0,0.515252947807312,0.5105367302894592
9,1,0.5423571467399597,0.4352746307849884
9,2,0.5615673065185547,0.4304613173007965
9,3,0.5795009732246399,0.4273366630077362
9,4,0.4855973720550537,0.4444770812988281
9,5,0.4703330099582672,0.44636520743370056
9,6,0.45383137464523315,0.44909611344337463
9,7,0.6087131500244141,0.4418107271194458
9,8,0.4437709450721741,0.46793490648269653
9,9,0.5570060014724731,0.5663556456565857
9,10,0.4895946979522705,0.5783293843269348
9,11,0.7771703004837036,0.7783387303352356
9,12,0.35861504077911377,0.7624128460884094
9,13,0.8575479388237,1.2137569189071655
9,14,0.1920374631881714,1.0540287494659424
9,15,0.8362531661987305,1.5319771766662598
9,16,0.3253806233406067,0.7094051837921143
9,17,0.8565242886543274,1.6307412385940552
9,18,0.3548376262187958,0.5770626664161682
9,19,0.8125219345092773,1.619231939315796
9,20,0.3777584731578827,0.5586358904838562
9,21,0.7900501489639282,1.5858432054519653
9,22,0.3850056529045105,0.611318826675415
9,23,0.6843551397323608,1.550735592842102
9,24,0.3979521095752716,1.5452219247817993
9,25,0.6550325155258179,2.1835811138153076
9,26,0.39039549231529236,2.1791534423828125
9,27,0.6475712060928345,2.7421975135803223
9,28,0.39690759778022766,2.730945110321045
