frame,joint,x,y
9,29,0.6592319011688232,2.8211350440979004
9,30,0.39850276708602905,2.807311534881592
9,31,0.5908779501914978,2.9128832817077637
9,32,0.40818285942077637,2.917102098464966
10,0,0.5155686140060425,0.5114298462867737
10,1,0.5425159931182861,0.43526187539100647
10,2,0.5616191625595093,0.43048563599586487
10,3,0.5796681642532349,0.4274214506149292
10,4,0.48594802618026733,0.4444866478443146
10,5,0.47061866521835327,0.44641822576522827
10,6,0.45410385727882385,0.449086457490921
10,7,0.6088278889656067,0.44168606400489807
10,8,0.4437682032585144,0.46810972690582275
10,9,0.5577203035354614,0.5664615631103516
10,10,0.4896954894065857,0.5789929628372192
10,11,0.7786622643470764,0.7805332541465759
10,12,0.3588414788246155,0.7642449140548706
10,13,0.8580611944198608,1.2137410640716553
10,14,0.19263675808906555,1.0468840599060059
10,15,0.8377407789230347,1.5313441753387451
10,16,0.3332599997520447,0.7156697511672974
10,17,0.8587607145309448,1.628705620765686
10,18,0.36846306920051575,0.5860008001327515
10,19,0.8144947290420532,1.617296814918518
10,20,0.38993850350379944,0.5653718709945679
10,21,0.7919203042984009,1.5852584838867188
10,22,0.3940633535385132,0.6169679760932922
10,23,0.6849762797355652,1.552428126335144
10,24,0.40005436539649963,1.5459926128387451
10,25,0.6549106240272522,2.184556007385254
10,26,0.39055219292640686,2.179885149002075
10,27,0.6461604833602905,2.742419481277466
10,28,0.39528945088386536,2.729210615158081
10,29,0.6585065722465515,2.821204900741577
10,30,0.39664074778556824,2.8050169944763184
10,31,0.5878156423568726,2.9120166301727295
10,32,0.4070243835449219,2.915668487548828
11,0,0.5175105333328247,0.5114426016807556
11,1,0.5437806844711304,0.43504825234413147
11,2,0.5628345012664795,0.43037399649620056
11,3,0.5810369253158569,0.42737331986427307
11,4,0.4864083230495453,0.4441290497779846
11,5,0.47099828720092773,0.44608062505722046
11,6,0.4543861746788025,0.4487664997577667
11,7,0.6089498400688171,0.4413650631904602
11,8,0.4437271058559418,0.46800559759140015
11,9,0.5593038201332092,0.566335141658783
11,10,0.4903497099876404,0.5789979100227356
11,11,0.7797559499740601,0.7821598649024963
11,12,0.3588525652885437,0.7655697464942932
11,13,0.8581256866455078,1.2135900259017944
11,14,0.19274479150772095,1.043583631515503
11,15,0.8384110331535339,1.52875816822052
11,16,0.33927831053733826,0.7201234102249146
11,17,0.8593934178352356,1.6244724988937378
11,18,0.37864983081817627,0.5922282934188843
11,19,0.8154734373092651,1.612917184829712
11,20,0.3987857699394226,0.568771481513977
11,21,0.7930198311805725,1.582121729850769
11,22,0.4021335542201996,0.619714081287384
11,23,0.6864714622497559,1.5536819696426392
11,24,0.40227729082107544,1.5472781658172607
11,25,0.6559079885482788,2.18458890914917
11,26,0.3915071189403534,2.180185556411743
11,27,0.6470150947570801,2.7417819499969482
11,28,0.395232617855072,2.7278542518615723
11,29,0.6592886447906494,2.8202645778656006
11,30,0.3961474895477295,2.8033714294433594
11,31,0.5891510844230652,2.9117558002471924
11,32,0.4086572229862213,2.9147262573242188
12,0,0.5232590436935425,0.5110522508621216
12,1,0.5501104593276978,0.43471819162368774
12,2,0.5690658688545227,0.4302889406681061
12,3,0.5869253873825073,0.4272814989089966
12,4,0.4902438223361969,0.44330868124961853
12,5,0.4738098680973053,0.4449993968009949
12,6,0.4584352374076843,0.4476318657398224
12,7,0.6121057868003845,0.4412454664707184
12,8,0.4452997148036957,0.4677586853504181
12,9,0.5642976760864258,0.5660738348960876
12,10,0.49263492226600647,0.5786113739013672
12,11,0.7824667692184448,0.7830443978309631
12,12,0.36057451367378235,0.76807701587677
12,13,0.8593727350234985,1.2135745286941528
12,14,0.1927933394908905,1.0400863885879517
12,15,0.8391339182853699,1.52821946144104
12,16,0.3525432348251343,0.7268990278244019
12,17,0.8603286743164062,1.6244220733642578
12,18,0.39892131090164185,0.605412483215332
12,19,0.816028892993927,1.6127694845199585
12,20,0.41803234815597534,0.583096444606781
12,21,0.7938708662986755,1.5820105075836182
12,22,0.4190390110015869,0.6316179633140564
12,23,0.6899946331977844,1.5540313720703125
12,24,0.4056028723716736,1.5473219156265259
12,25,0.6575629711151123,2.1842312812805176
12,26,0.39224672317504883,2.179993152618408
12,27,0.6476584076881409,2.74184250831604
12,28,0.3958977460861206,2.728074073791504
12,29,0.6597755551338196,2.8212506771087646
12,30,0.3963356614112854,2.804175853729248
12,31,0.5909923911094666,2.91147780418396
12,32,0.41033563017845154,2.9148216247558594
13,0,0.5279665589332581,0.5108376741409302
13,1,0.5549715161323547,0.4346420168876648
13,2,0.5737788081169128,0.43020525574684143
13,3,0.591114342212677,0.42724311351776123
13,4,0.4939190745353699,0.4430866241455078
13,5,0.4764854311943054,0.444588303565979
13,6,0.46228504180908203,0.44708797335624695
13,7,0.6146588921546936,0.44121405482292175
13,8,0.44717806577682495,0.46763190627098083
13,9,0.5681058764457703,0.5658642053604126
13,10,0.49518948793411255,0.578317403793335
13,11,0.7833136916160583,0.783039927482605
13,12,0.3626057803630829,0.7696061730384827
13,13,0.8594754338264465,1.210396409034729
13,14,0.1953628957271576,1.0393444299697876
13,15,0.8396599888801575,1.5228763818740845
13,16,0.35868141055107117,0.7301405072212219
13,17,0.8611737489700317,1.6196149587631226
13,18,0.4066306948661804,0.6108884811401367
13,19,0.816476047039032,1.6087623834609985
13,20,0.42281413078308105,0.5865423679351807
13,21,0.794083297252655,1.5781151056289673
13,22,0.42364782094955444,0.6351609826087952
13,23,0.6952015161514282,1.5537091493606567
13,24,0.41072016954421997,1.547270655632019
13,25,0.6649752855300903,2.1837213039398193
13,26,0.3979593515396118,2.1794075965881348
13,27,0.6554583311080933,2.740575075149536
13,28,0.4032655656337738,2.7276253700256348
13,29,0.6679993867874146,2.8198065757751465
13,30,0.402855783700943,2.804046392440796
13,31,0.5987618565559387,2.910346031188965
13,32,0.42383822798728943,2.9139857292175293
14,0,0.5308096408843994,0.5106688737869263
14,1,0.5567407608032227,0.4344213306903839
14,2,0.5752077102661133,0.43003472685813904
14,3,0.5924323797225952,0.42699000239372253
14,4,0.49650973081588745,0.4429219663143158
14,5,0.47864341735839844,0.4444102346897125
14,6,0.46515902876853943,0.4468851089477539
14,7,0.6154145002365112,0.441013902425766
14,8,0.44874006509780884,0.46767833828926086
14,9,0.5704106092453003,0.5655258297920227
14,10,0.4977923333644867,0.5780513882637024
14,11,0.785112738609314,0.7829784154891968
14,12,0.36483073234558105,0.771381676197052
14,13,0.8586819767951965,1.2109884023666382
14,14,0.19663339853286743,1.0368071794509888
14,15,0.8374798893928528,1.5230721235275269
14,16,0.36027032136917114,0.7306340336799622
14,17,0.858359694480896,1.6206841468811035
14,18,0.4088517129421234,0.6155843138694763
14,19,0.8146096467971802,1.6106003522872925
14,20,0.4257484972476959,0.5915127992630005
14,21,0.793298065662384,1.579217553138733
14,22,0.4250454902648926,0.638020396232605
14,23,0.7028298377990723,1.553591012954712
14,24,0.41584262251853943,1.5482139587402344
14,25,0.6775690913200378,2.183104991912842
14,26,0.40747660398483276,2.1792826652526855
14,27,0.67135089635849,2.7397143840789795
14,28,0.41511207818984985,2.7270700931549072
14,29,0.6841027140617371,2.8188836574554443
14,30,0.41397151350975037,2.8033127784729004
14,31,0.6163844466209412,2.909808874130249
14,32,0.4420424997806549,2.9140913486480713
15,0,0.5313447117805481,0.5103274583816528
15,1,0.5574122667312622,0.43395450711250305
15,2,0.5758551359176636,0.429681658744812
15,3,0.5931457281112671,0.42667368054389954
15,4,0.4971844553947449,0.44282928109169006
15,5,0.47940945625305176,0.44426122307777405
15,6,0.4661257266998291,0.4467085301876068
15,7,0.616072952747345,0.44094640016555786
15,8,0.4492718279361725,0.467756062746048
15,9,0.5712264776229858,0.5649375319480896
15,10,0.49833765625953674,0.57796710729599
15,11,0.78522127866745,0.7827441096305847
15,12,0.36614248156547546,0.7719036936759949
15,13,0.8581249117851257,1.2108949422836304
15,14,0.19692714512348175,1.0367207527160645
15,15,0.8371850848197937,1.5233029127120972
15,16,0.3601062297821045,0.7307020425796509
15,17,0.8584162592887878,1.6211973428726196
15,18,0.40872353315353394,0.6165680289268494
15,19,0.8146154284477234,1.6113311052322388
15,20,0.4250563979148865,0.5936650633811951
15,21,0.7932765483856201,1.579811930656433
15,22,0.4246516227722168,0.6389433741569519
15,23,0.7042948007583618,1.5534120798110962
15,24,0.4177854061126709,1.5485188961029053
15,25,0.6806321144104004,2.1826975345611572
15,26,0.413435697555542,2.180727243423462
15,27,0.6767679452896118,2.7400739192962646
15,28,0.4218319058418274,2.7282755374908447
15,29,0.6910058259963989,2.819681406021118
15,30,0.4208603799343109,2.804485559463501
15,31,0.6199532151222229,2.9096734523773193
15,32,0.4452170431613922,2.915009021759033
16,0,0.5314213633537292,0.5098444819450378
16,1,0.5577677488327026,0.43344974517822266
16,2,0.5762122869491577,0.42936041951179504
16,3,0.5936261415481567,0.4264466166496277
16,4,0.497403621673584,0.4424929618835449
16,5,0.47975316643714905,0.44402310252189636
16,6,0.4664405286312103,0.4465843737125397
16,7,0.6165754199028015,0.44091060757637024
16,8,0.4494449496269226,0.46771445870399475
16,9,0.5716245770454407,0.5643898248672485
16,10,0.49844488501548767,0.577734649181366
16,11,0.7851898074150085,0.7825083136558533
16,12,0.3661920726299286,0.7722873687744141
16,13,0.8556485176086426,1.2108213901519775
16,14,0.19694803655147552,1.0369856357574463
16,15,0.8335471153259277,1.523149013519287
16,16,0.3610237240791321,0.7304027676582336
16,17,0.8545263409614563,1.6210652589797974
16,18,0.4090014398097992,0.615723729133606
16,19,0.8112552762031555,1.6112217903137207
16,20,0.42479634284973145,0.5930513143539429
16,21,0.790152370929718,1.5796947479248047
16,22,0.42506274580955505,0.6384473443031311
16,23,0.7041189074516296,1.5532816648483276
16,24,0.41771990060806274,1.548596739768982
16,25,0.6810629963874817,2.1823551654815674
16,26,0.41557344794273376,2.1815288066864014
16,27,0.6782411336898804,2.740276575088501
16,28,0.42416056990623474,2.729126214981079
16,29,0.6929599046707153,2.8201417922973633
16,30,0.42313724756240845,2.8053205013275146
16,31,0.6210694909095764,2.9096319675445557
16,32,0.4459356367588043,2.9156172275543213
17,0,0.5317984819412231,0.5059034824371338
17,1,0.5584573745727539,0.4300338327884674
17,2,0.5768044590950012,0.4262722432613373
17,3,0.5943394899368286,0.4234124422073364
17,4,0.4988240599632263,0.4388660788536072
17,5,0.48117947578430176,0.4406847357749939
17,6,0.46859797835350037,0.44365835189819336
17,7,0.6172703504562378,0.4396619498729706
17,8,0.4513069689273834,0.4670751690864563
17,9,0.5718173384666443,0.5615336298942566
17,10,0.49897441267967224,0.5735890865325928
17,11,0.7855390310287476,0.7817183136940002
17,12,0.36763253808021545,0.7724849581718445
17,13,0.8560808897018433,1.2080129384994507
17,14,0.19567571580410004,1.0344260931015015
17,15,0.834428608417511,1.5203508138656616
17,16,0.3613441288471222,0.7303135395050049
17,17,0.8553054928779602,1.6184884309768677
17,18,0.41182976961135864,0.6155405640602112
17,19,0.8125296831130981,1.6082955598831177
17,20,0.428053617477417,0.5937191843986511
17,21,0.7915931344032288,1.576875925064087
17,22,0.42751580476760864,0.6383743286132812
17,23,0.7047173976898193,1.5531675815582275
17,24,0.4183712899684906,1.5486888885498047
17,25,0.6818860769271851,2.182241916656494
17,26,0.41659945249557495,2.1814167499542236
17,27,0.6786324381828308,2.740288734436035
17,28,0.42435091733932495,2.728811502456665
17,29,0.6932629346847534,2.8200440406799316
17,30,0.4233032166957855,2.804960012435913
17,31,0.6209877729415894,2.909745216369629
17,32,0.44539135694503784,2.915339231491089
18,0,0.5328216552734375,0.5046654343605042
18,1,0.5597857236862183,0.4290868639945984
18,2,0.5779684782028198,0.4256345331668854
18,3,0.5953847169876099,0.4229342043399811
18,4,0.5009738802909851,0.4372056722640991
18,5,0.4828455448150635,0.4389587342739105
18,6,0.4709770679473877,0.4418855309486389
18,7,0.6182573437690735,0.43957552313804626
18,8,0.4535769522190094,0.4664011597633362
18,9,0.5719921588897705,0.5603829622268677
18,10,0.499589741230011,0.5716108679771423
18,11,0.7855421304702759,0.7809026837348938
18,12,0.3686563968658447,0.7714884877204895
18,13,0.8564757108688354,1.2062608003616333
18,14,0.1946876049041748,1.033551573753357
18,15,0.8345654606819153,1.520213007926941
18,16,0.3605291545391083,0.7301245331764221
18,17,0.855735182762146,1.618467092514038
18,18,0.4105464518070221,0.6155411005020142
18,19,0.8128165006637573,1.6081585884094238
18,20,0.4275542199611664,0.5943778157234192
18,21,0.7918277382850647,1.5767565965652466
18,22,0.42694705724716187,0.6383706331253052
18,23,0.7046369910240173,1.5530726909637451
18,24,0.4182787537574768,1.5486570596694946
18,25,0.6815566420555115,2.1824193000793457
18,26,0.4164789319038391,2.181382417678833
18,27,0.6776479482650757,2.7412524223327637
18,28,0.4234618544578552,2.7287063598632812
18,29,0.6924826502799988,2.8209633827209473
18,30,0.42243194580078125,2.804760217666626
18,31,0.6186261177062988,2.91074275970459
18,32,0.44275227189064026,2.9152257442474365
19,0,0.5403763651847839,0.4981960356235504
19,1,0.566924512386322,0.42361894249916077
19,2,0.5854967832565308,0.42061251401901245
19,3,0.6001836657524109,0.418914258480072
19,4,0.5091975927352905,0.43052995204925537
19,5,0.48959794640541077,0.43228861689567566
19,6,0.476614385843277,0.43497684597969055
19,7,0.6237552165985107,0.43785107135772705
19,8,0.46124500036239624,0.46243298053741455
19,9,0.5764034986495972,0.5545111298561096
19,10,0.5055030584335327,0.5646151900291443
19,11,0.7881089448928833,0.7808755040168762
19,12,0.3700014352798462,0.7686356902122498
19,13,0.8568541407585144,1.210113525390625
19,14,0.19367459416389465,1.0323182344436646
19,15,0.8277631998062134,1.5227285623550415
19,16,0.3594757914543152,0.7299627065658569
