Time,LShoulderRoll,LElbowRoll,RShoulderRoll,RElbowRoll,HeadYaw,HeadPitch,LShoulderPitch,RShoulderPitch,LElbowYaw,RElbowYaw,HipRoll,HipPitch
0.25422143936157227,-0.011981804964311027,-0.12229616346929308,-0.12531482848493755,0.24998206834810563,0.12854905390007088,0.0,1.3891998323322599,1.445481498309958,-1.5707963267948966,1.5707963267948966,-0.021981804964311027,0.0
0.42751193046569824,-0.01143070415800357,-0.15752684226343208,0.01,0.2510106814797546,0.12700597164241,-0.0,1.3716614557419191,1.4409915806050804,-1.5707963267948966,1.5707963267948966,-0.02143070415800357,0.0
0.5883235931396484,0.15985821942247508,-0.16843921199246767,0.01,0.24944130077279142,0.12836876298997596,-0.0,1.367561387964358,1.4321263599304983,-1.5707963267948966,1.5707963267948966,-0.02191741535356284,-0.0
0.7500834465026855,0.15976635525322397,-0.19714459372832074,0.01,0.24922266478848315,0.12960323695379944,-0.0,1.3479182167782722,1.4232964403964614,-1.5707963267948966,1.5707963267948966,-0.022358298912071233,-0.0
0.9065089225769043,0.15926143452898847,-0.2048004522309367,0.01,0.2554908287995993,0.1325139946247546,-0.0,1.345775779944909,1.4144476306321019,-1.5707963267948966,1.5707963267948966,-0.02339785522312665,-0.0
1.0667955875396729,0.16184919560096012,-0.22400409822989684,0.01,0.2659563025245949,0.1320195061069694,-0.0,1.3316389190377604,1.4091567267834706,-1.5707963267948966,1.5707963267948966,-0.02322125218106049,-0.0
1.2168076038360596,0.1611745540070251,-0.2452002445110784,-0.12540781025469447,0.25481778741120836,0.1349423484418304,-0.0,1.3131933759610872,1.4115312572471963,-1.5707963267948966,1.5707963267948966,-0.024265124443510856,-0.0
1.3781602382659912,0.16110051096373434,-0.2591506386831167,-0.12698335345283615,0.24890871562355107,0.13725357662884302,-0.0,1.3007470531504959,1.4117932324058615,-1.5707963267948966,1.5707963267948966,-0.025090563081729654,0.0
1.5334196090698242,0.16194338933668798,-0.26710736990344147,-0.12919908301962385,0.26000151539468846,0.13985848197341455,-0.0,1.294784384144545,1.4003708494353313,-1.5707963267948966,1.5707963267948966,-0.026020886419076624,0.0
1.6871445178985596,0.16238399702782097,-0.272004270516253,-0.13183487205429503,0.2727406036132072,0.1389108868957381,-0.0,1.290357119497541,1.4019770008834747,-1.5707963267948966,1.5707963267948966,-0.025682459605620746,0.0
1.8493695259094238,0.16452561415218223,-0.2718250573838166,-0.1344024285517821,0.27484252352745475,0.13394678937259727,-0.0,1.2915006724777773,1.3972284478869141,-1.5707963267948966,1.5707963267948966,-0.023909567633070453,0.0
1.9983842372894287,0.16567626973886423,-0.2752368716512346,-0.13583085871743034,0.27431771564077306,0.13203560469320233,0.0,1.2884340571272381,1.392846844389553,-1.5707963267948966,1.5707963267948966,-0.023227001676143687,0.0
2.151488780975342,0.16734428888995975,-0.27749357197351227,-0.1372143343479756,0.27488317432501336,0.1299547821763096,0.0,1.2869942679854818,1.3852903185093202,-1.5707963267948966,1.5707963267948966,-0.022483850777253428,0.0
2.309086561203003,0.16895903459967895,-0.2761675983067135,-0.1380798059501647,0.2739781827192445,0.12848800937875732,0.0,1.2889411293413384,1.3818937023362612,-1.5707963267948966,1.5707963267948966,-0.02196000334955619,0.0
2.4748780727386475,0.1703423161614308,-0.2806787456736984,-0.13896800379002872,0.27452338045685265,0.1283427629174368,0.0,1.2839312891816927,1.3789127068491667,-1.5707963267948966,1.5707963267948966,-0.021908129613370287,0.0
2.638873338699341,0.17604289544650986,-0.21674510278899425,-0.1384736598861357,0.2760445765771778,0.12423010979692897,0.0,1.322393012524827,1.3825808574387537,-1.5707963267948966,1.5707963267948966,-0.02043932492747463,0.0
2.8019537925720215,0.18869939562343263,-0.030372091196695688,-0.13833061922012657,0.2764099103744266,0.10877472783349966,0.0,1.367177385516643,1.3824600552616053,-1.5707963267948966,1.5707963267948966,-0.014919545654821308,0.0
2.972465991973877,0.2633373879115308,-0.20874632050431394,-0.13667554573877416,0.2727487125789013,0.11053118809180018,0.0,1.2919120859934372,1.3879772824737238,-1.5707963267948966,1.5707963267948966,-0.015546852889928634,0.0
3.1447274684906006,0.41045578353930506,-0.2951722402283225,-0.13248498816669677,0.2610726498325572,0.11675543643251671,0.0,1.134747623747822,1.3820556283263856,0.0,1.5707963267948966,-0.017769798725898824,-0.0
3.295161724090576,0.551488258201193,-0.4992357239424089,-0.1282761730518016,0.25180401442640665,0.1364001375249761,0.0,0.8769121584376052,1.3689829485575902,0.0,1.5707963267948966,-0.024785763401777183,-0.0
3.458678960800171,0.7103752940930972,-0.6325425961899469,0.01,0.24305979509417236,0.14962977399951982,0.0,0.6909485270007204,1.3394206465271292,1.5707963267948966,1.5707963267948966,-0.02951063357125708,-0.0
3.6407878398895264,0.7377327369323716,-0.8744489194529609,0.01,0.24719135448097276,0.1740551742600872,0.0,0.45483107829972236,1.3401507509727675,0.0,1.5707963267948966,-0.038233990807174,-0.0
3.8085265159606934,0.8712312844332863,-1.093902230839613,0.01,0.3008738508512302,0.17832531435389168,0.0,0.3067054175464759,1.3109752840345095,-1.5707963267948966,1.5707963267948966,-0.0397590408406756,-0.0
3.991452693939209,0.9379461372047859,-1.2636997775850596,-0.13106650439579495,0.35035248805297803,0.19127387854040756,0.0,0.1536035282461819,1.2872872810941647,-1.5707963267948966,1.5707963267948966,-0.04438352805014556,-0.0
