LShoulderRoll,LElbowRoll,RShoulderRoll,RElbowRoll,HeadYaw,HeadPitch,LShoulderPitch,RShoulderPitch,LElbowYaw,RElbowYaw,HipRoll,HipPitch
0.01,-0.057881608778045206,-0.23874379419566558,0.10767382646864866,-0.14795061431955225,0.0,1.3847114330649977,1.3238085200560272,-1.5707963267948966,1.5707963267948966,0.008244012543202998,0.0
0.01,-0.07280278497136633,-0.2401695930549546,0.11534530508654676,-0.1497059753114119,0.0,1.385815007441658,1.3222080663779003,-1.5707963267948966,1.5707963267948966,0.008094178107805014,0.0
0.01,-0.0666242434832404,0.016547818055213277,0.11482974070828314,-0.14645336743462567,0.0,1.389998039906677,1.32093417707235,-1.5707963267948966,1.5707963267948966,0.006547818055213275,0.0
0.01,-0.07695403295610222,0.01543993202797355,0.1771727389683404,-0.1415884519558918,0.0,1.389093352754836,1.3301042805694268,-1.5707963267948966,1.5707963267948966,0.005439932027973551,0.0
0.01,-0.0935085276409472,0.015137095989472172,0.18847696881175133,-0.1367073873270974,0.0,1.3823618717832482,1.3313687714295195,-1.5707963267948966,1.5707963267948966,0.005137095989472172,0.0
0.01,-0.0763606177121971,0.015197943117792732,0.20850971256160755,-0.1337090475969642,0.0,1.3895963619022804,1.3312163716972756,-1.5707963267948966,1.5707963267948966,0.005197943117792732,0.0
0.01,-0.07307759037356018,0.014936647536725634,0.22925296569466114,-0.1359557546662441,0.0,1.38944574443324,1.3305606368304994,-1.5707963267948966,1.5707963267948966,0.004936647536725633,0.0
0.01,-0.06126426393385761,0.015019824154332149,0.2410081846387007,-0.13905288708609093,0.0,1.393693304101125,1.3302008914616832,-1.5707963267948966,1.5707963267948966,0.0050198241543321495,0.0
0.01,-0.040529214890857215,0.015109993251333425,0.2423562442693146,-0.146889043182429,0.0,1.3959040492108303,1.3295875792206135,-1.5707963267948966,1.5707963267948966,0.005109993251333425,0.0
0.01,-0.007927127124135392,0.014907183891148893,0.22690272747225748,-0.1504211770748852,0.0,1.3899378904537163,1.3275709294037468,-1.5707963267948966,1.5707963267948966,0.004907183891148893,0.0
0.20205044575174777,-0.12115193955814589,-0.266344041054363,0.09852674287001678,-0.15114105003761313,0.0,1.3687458810431488,1.3000838480151717,-1.5707963267948966,1.5707963267948966,0.004368437725361881,0.0
0.30576720892617526,-0.2874738101667488,-0.3556444154602542,0.3222046809938133,-0.12184214245833067,0.0,1.221510067100053,1.2151519113346423,-1.5707963267948966,1.5707963267948966,-0.0037971859467931263,0.0
0.5004727287496289,-0.37528819104289907,-0.44929936153280564,0.4770013972893685,-0.1256083028747608,0.0,1.0023761683617978,1.1214969652620912,0.0,0.0,-0.0023959469566195934,-0.0
0.6311710747555006,-0.5058009187929873,-0.6489394136957317,0.40745885030700274,-0.1319427337688429,0.0,0.7247002077446675,0.8353616658526437,0.0,0.0,0.00010759211406154382,-0.0
0.8564005490921233,-0.5378546631750541,-0.8083728323596964,0.670813040582298,-0.11892670093104742,0.0,0.5028344980016273,0.5972681550321567,1.5707963267948966,0.0,-0.0029584999215018395,-0.0
1.096220917861735,-0.4460238639095603,-1.0854783439862072,0.5783000277826703,-0.13451043803241214,0.0,0.3253565507132588,0.289257584297028,0.0,0.0,-0.0043072402855875705,-0.0
1.2338322661749572,-0.43208298521776045,-1.2352965767300295,0.5539761737877138,-0.1403277018927891,0.0,0.08449867007663922,0.05954162375177573,-1.5707963267948966,1.5707963267948966,0.0005726809996029157,-0.0
1.3957259207971657,-0.384127538208267,-1.451714206479355,0.4951315512301331,-0.14788556885636656,0.0,-0.09650850393924518,-0.11145946350803539,-1.5707963267948966,1.5707963267948966,0.007622656807505327,-0.0
1.120823241882092,-0.6205303232101979,-1.3517125199948865,0.6020241457913313,-0.12529058403651996,0.0,-0.18442901320559874,-0.20892292458264528,-1.5707963267948966,1.5707963267948966,0.010160882217364805,-0.0
1.0708838926988307,-0.7200475637054737,-1.1442381795940986,0.6973345736432771,0.03129283034043667,0.0,-0.24940482897891722,-0.2835392347516174,-1.5707963267948966,1.5707963267948966,0.01275256059270119,-0.0
1.0023715884063416,-0.8287873952946444,-1.0303430704464858,0.9103228100471646,0.040676222595142295,0.0,-0.2760468271867259,-0.28973717685942657,-1.5707963267948966,1.5707963267948966,0.009401349073163466,-0.0
0.9779962444547808,-0.9868922132121083,-0.9612247131853864,1.1424908407337848,0.04436884024407618,0.0,-0.3289167980662496,-0.287967475328624,-1.5707963267948966,1.5707963267948966,0.00808255705568708,-0.0
0.9763315675113612,-1.0915707748716401,-0.9248158274585035,1.316939767056462,0.06854752655990852,0.0,-0.3420961348824598,-0.30119068733296767,-1.5707963267948966,1.5707963267948966,-0.0005526880571101844,-0.0
0.9658681166123425,-1.126720223308662,-0.9089733183460701,1.3489883836911478,0.09290219722200269,0.0,-0.3489622701706307,-0.28839296340772497,-1.5707963267948966,1.5707963267948966,-0.009250784722143815,-0.0
0.9596671719111122,-1.0882443141609823,-0.8960997101239805,1.3071871415651546,0.10151045563151076,0.0,-0.3274566548706154,-0.2664061187802081,-1.5707963267948966,1.5707963267948966,-0.012325162725539554,-0.0
0.9604940819518579,-1.0668798985050119,-0.8962233528174631,1.2302195116921706,0.09864158492550512,0.0,-0.29874370418145524,-0.2564266693815721,-1.5707963267948966,1.5707963267948966,-0.01130056604482326,-0.0
1.0000292863139895,-0.8795764487455917,-0.9784055556068959,1.0137595337862748,0.09490436098321667,0.0,-0.27634761040875405,-0.21719035459853864,-1.5707963267948966,1.5707963267948966,-0.009965843208291669,-0.0
1.231801482427112,-0.5732983253608877,-1.1784388158464891,0.7545845736160156,0.09096155942646159,0.0,-0.27969651055957007,-0.21738711901299795,-1.5707963267948966,1.5707963267948966,-0.008557699795164853,-0.0
1.2587211567597127,-0.4207417885209845,-1.3196934898447363,0.5844206453844227,0.0859702091935745,0.0,-0.25160404780805545,-0.22716339295988297,-1.5707963267948966,1.5707963267948966,-0.006775074711990891,-0.0
1.3315845852963097,-0.18503816711218468,-1.3651618871519302,0.3018957317551854,0.08152229123315437,0.0,-0.23402520891531792,-0.20563443964296652,-1.5707963267948966,1.5707963267948966,-0.005186532583269414,-0.0
1.3730747765753633,-0.07639641860885556,-1.3585735191962827,0.16847553601567025,0.07686335940313942,0.0,-0.1941989218612696,-0.1887623685562427,-1.5707963267948966,1.5707963267948966,-0.003522628358264074,-0.0
1.4068441267904412,-0.057374010169556046,-1.266765420955372,0.24862905067203014,0.06334281483951609,0.0,-0.16395220000445515,-0.17872015406954841,-1.5707963267948966,1.5707963267948966,0.0013061375573156827,-0.0
1.4016859536953916,-0.14590040874839094,-1.2887187892586558,0.2398933265588394,0.047958252152489625,0.0,-0.1691103730995048,-0.17474715925687492,-1.5707963267948966,1.5707963267948966,0.006800624231253706,-0.0
