LShoulderRoll,LElbowRoll,RShoulderRoll,RElbowRoll,HeadYaw,HeadPitch,LShoulderPitch,RShoulderPitch,LElbowYaw,RElbowYaw,HipRoll,HipPitch
-0.021417327095229685,-0.10925838823127518,-0.11817903340020856,0.0041544477377089585,0.431810337452853,0.0,1.3674975908421425,1.4526172933946877,-1.5707963267948966,1.5707963267948966,-0.03141732709522969,0.0
0.1734429200573197,-0.1653852856109241,-0.1308875023216924,0.04012440253586164,0.43579851444321477,0.0,1.3658695788944932,1.4399088244732028,-1.5707963267948966,1.5707963267948966,-0.03148382784308413,0.0
0.17411596584252387,-0.15233053150300838,-0.1491827181919618,0.1144936313332825,0.453799039576251,0.0,1.3653047459986274,1.4216136086029345,-1.5707963267948966,1.5707963267948966,-0.0313756149537449,0.0
0.18189447401037737,-0.1498689762005167,-0.163929290391047,0.04269050887506027,0.4486068677937294,0.0,1.3585744544392218,1.406867036403849,-1.5707963267948966,1.5707963267948966,-0.030327398345297567,0.0
0.1811293674671125,-0.16837195282331396,-0.16620130483213857,0.04950841406609335,0.4719108299556144,0.0,1.3551222463032486,1.4045950219627583,-1.5707963267948966,1.5707963267948966,-0.03454471302453509,0.0
0.18165345510736713,-0.2591889443931998,-0.1664478332142207,0.05706772719467225,0.44952225407214474,0.0,1.3576324500056232,1.4043484935806767,-1.5707963267948966,1.5707963267948966,-0.031510421681906556,0.0
0.18871959086789403,-0.26503194288685794,-0.16428536422945372,0.05840744882530851,0.44206234177957004,0.0,1.3515399143183946,1.406510962565443,-1.5707963267948966,1.5707963267948966,-0.030536821608608003,0.0
0.1961327553025196,-0.2815560491488461,-0.16226762894728505,0.0640757120655684,0.4293057117192918,0.0,1.3438744550122053,1.4085286978476121,-1.5707963267948966,1.5707963267948966,-0.03078911648017138,0.0
0.20418039722307013,-0.31776209636596325,-0.1678373123030863,0.1477148124099468,0.3484672576354101,0.0,1.3405576897169844,1.3584401765441225,-1.5707963267948966,1.5707963267948966,-0.026058239854842444,0.0
0.2011657677932645,-0.34820468652215697,-0.17540745512855024,0.10492351442786449,0.3404407803609605,0.0,1.3350160602686854,1.3774634960151468,-1.5707963267948966,1.5707963267948966,-0.03461449873294725,0.0
