Time,LShoulderRoll,LElbowRoll,RShoulderRoll,RElbowRoll,HeadYaw,HeadPitch,LShoulderPitch,RShoulderPitch,LElbowYaw,RElbowYaw,HipRoll,HipPitch
0.28049325942993164,0.01,-0.06041917277178018,-0.21450333535521834,0.02368713055639976,-0.229154398989253,0.0,1.3076146573381249,1.356092751797553,-1.5707963267948966,1.5707963267948966,0.00020023964212517487,0.0
0.38022756576538086,-0.0005587835378083519,-0.11602950533508179,0.01,0.07852988397042962,-0.19645166019904511,0.0,1.3137570990628487,1.3189186078949784,-1.5707963267948966,1.5707963267948966,-0.010558783537808352,0.0
0.4571406841278076,-0.007924869924501638,-0.139076189245684,0.01,0.13580159033271752,-0.1887886703725848,0.0,1.3250179920631808,1.278444871905339,-1.5707963267948966,1.5707963267948966,-0.017924869924501638,0.0
0.5358281135559082,-0.014032603541201389,-0.06770991107337442,0.01,0.14719347108659292,-0.20430307479087917,0.0,1.3390671601612802,1.2707711610628314,-1.5707963267948966,1.5707963267948966,-0.02403260354120139,0.0
0.6264922618865967,-0.017172330690182473,-0.07924876533174481,0.01,0.14160442608285673,-0.20404520838968382,0.0,1.3284265649037124,1.2528646127215113,-1.5707963267948966,1.5707963267948966,-0.027172330690182475,0.0
0.698087215423584,-0.019784385651144196,-0.12458739675173526,0.01,0.19172805380263552,-0.1910574538949978,0.0,1.2549318872007398,1.2406974683393892,-1.5707963267948966,1.5707963267948966,-0.029784385651144198,0.0
0.7818782329559326,-0.022106961270761664,-0.24534147143843335,0.01,0.3912890432018481,-0.19524461673029686,0.0,1.1914951303090038,1.2136758467995339,-1.5707963267948966,1.5707963267948966,-0.032106961270761666,0.0
0.8726210594177246,-0.029203483495122286,-0.3216251691035336,0.01,0.687601500105863,-0.1713482368413345,0.0,1.0960877159160445,1.2204340764187303,-1.5707963267948966,1.5707963267948966,-0.03920348349512229,0.0
0.9512734413146973,-0.03520650234363486,-0.40200633597314805,0.01,0.9067162913550044,-0.15038343820006594,0.0,1.0119346371676814,1.212849896148354,-1.5707963267948966,1.5707963267948966,-0.04520650234363486,0.0
1.0250771045684814,-0.04183235544828889,-0.604966530952734,0.01,1.149269649826675,-0.1279571905840236,0.0,0.9903006410697527,1.2057999764684164,-1.5707963267948966,1.5707963267948966,-0.05183235544828889,0.0
1.1003854274749756,0.21629336031283297,-0.8209131379394854,0.01,1.3072011845042733,-0.10894603588780497,0.0,1.0050445989653374,1.191970624424032,-1.5707963267948966,1.5707963267948966,-0.05737376669412668,0.0
1.1801722049713135,0.25451061765166716,-1.0193322213459264,-0.21855805369607023,1.453995514887223,-0.10175681651166929,0.0,1.0225646557459804,1.1877614791691147,-1.5707963267948966,1.5707963267948966,-0.058747231491253875,0.0
1.2519829273223877,0.3235555759975115,-1.30196629886988,-0.2450986534827446,1.56,-0.09645200975292209,0.0,1.0358103945808212,1.1939379749781862,-1.5707963267948966,1.5707963267948966,-0.05845304216723214,0.0
